Employee_ID,Employee_Name,Department,Date,Tasks_Completed,Target_Tasks,Quality_Score,Hours_Worked,Year,Month,Month_Name,Productivity_Pct,Efficiency,Performance_Category,Quality_Category,Hit_Target
E001,Employee_01,AI,2026-01-01,57,50,93.5,6,2026,1,Jan 2026,114.0,9.5,Excellent,Good Quality,True
E002,Employee_02,Data,2026-01-01,52,50,94.43,7,2026,1,Jan 2026,104.0,7.43,Good,Good Quality,True
E003,Employee_03,QA,2026-01-01,58,50,95.18,10,2026,1,Jan 2026,116.0,5.8,Excellent,High Quality,True
E004,Employee_04,Operations,2026-01-01,56,50,94.62,6,2026,1,Jan 2026,112.0,9.33,Excellent,Good Quality,True
E005,Employee_05,AI,2026-01-01,56,50,93.44,10,2026,1,Jan 2026,112.0,5.6,Excellent,Good Quality,True
E006,Employee_06,Data,2026-01-01,40,50,95.12,10,2026,1,Jan 2026,80.0,4.0,Below Average,High Quality,False
E007,Employee_07,QA,2026-01-01,50,50,92.57,8,2026,1,Jan 2026,100.0,6.25,Good,Good Quality,True
E008,Employee_08,Operations,2026-01-01,47,50,89.54,7,2026,1,Jan 2026,94.0,6.71,Average,Average Quality,False
E009,Employee_09,AI,2026-01-01,53,50,99.63,7,2026,1,Jan 2026,106.0,7.57,Good,High Quality,True
E010,Employee_10,Data,2026-01-01,53,50,93.99,6,2026,1,Jan 2026,106.0,8.83,Good,Good Quality,True
E011,Employee_11,QA,2026-01-01,35,50,88.6,8,2026,1,Jan 2026,70.0,4.38,Poor,Average Quality,False
E012,Employee_12,Operations,2026-01-01,23,50,90.57,9,2026,1,Jan 2026,46.0,2.56,Poor,Good Quality,False
E013,Employee_13,AI,2026-01-01,57,50,94.58,9,2026,1,Jan 2026,114.0,6.33,Excellent,Good Quality,True
E014,Employee_14,Data,2026-01-01,57,50,90.5,10,2026,1,Jan 2026,114.0,5.7,Excellent,Good Quality,True
E015,Employee_15,QA,2026-01-01,49,50,91.82,7,2026,1,Jan 2026,98.0,7.0,Average,Good Quality,False
E016,Employee_16,Operations,2026-01-01,54,50,81.51,7,2026,1,Jan 2026,108.0,7.71,Good,Below Average,True
E017,Employee_17,AI,2026-01-01,56,50,90.09,7,2026,1,Jan 2026,112.0,8.0,Excellent,Good Quality,True
E018,Employee_18,Data,2026-01-01,43,50,90.13,9,2026,1,Jan 2026,86.0,4.78,Below Average,Good Quality,False
E019,Employee_19,QA,2026-01-01,40,50,97.7,8,2026,1,Jan 2026,80.0,5.0,Below Average,High Quality,False
E020,Employee_20,Operations,2026-01-01,45,50,91.45,6,2026,1,Jan 2026,90.0,7.5,Average,Good Quality,False
E021,Employee_21,AI,2026-01-01,55,50,96.34,7,2026,1,Jan 2026,110.0,7.86,Excellent,High Quality,True
E022,Employee_22,Data,2026-01-01,51,50,96.48,10,2026,1,Jan 2026,102.0,5.1,Good,High Quality,True
E023,Employee_23,QA,2026-01-01,50,50,94.01,6,2026,1,Jan 2026,100.0,8.33,Good,Good Quality,True
E024,Employee_24,Operations,2026-01-01,46,50,93.86,8,2026,1,Jan 2026,92.0,5.75,Average,Good Quality,False
E025,Employee_25,AI,2026-01-01,56,50,90.56,10,2026,1,Jan 2026,112.0,5.6,Excellent,Good Quality,True
E026,Employee_26,Data,2026-01-01,32,50,98.41,9,2026,1,Jan 2026,64.0,3.56,Poor,High Quality,False
E027,Employee_27,QA,2026-01-01,53,50,94.72,9,2026,1,Jan 2026,106.0,5.89,Good,Good Quality,True
E028,Employee_28,Operations,2026-01-01,33,50,91.39,10,2026,1,Jan 2026,66.0,3.3,Poor,Good Quality,False
E029,Employee_29,AI,2026-01-01,58,50,90.58,9,2026,1,Jan 2026,116.0,6.44,Excellent,Good Quality,True
E030,Employee_30,Data,2026-01-01,55,50,92.96,7,2026,1,Jan 2026,110.0,7.86,Excellent,Good Quality,True
E031,Employee_31,QA,2026-01-01,52,50,93.67,9,2026,1,Jan 2026,104.0,5.78,Good,Good Quality,True
E032,Employee_32,Operations,2026-01-01,53,50,94.94,6,2026,1,Jan 2026,106.0,8.83,Good,Good Quality,True
E033,Employee_33,AI,2026-01-01,41,50,90.76,9,2026,1,Jan 2026,82.0,4.56,Below Average,Good Quality,False
E034,Employee_34,Data,2026-01-01,62,50,92.88,10,2026,1,Jan 2026,124.0,6.2,Excellent,Good Quality,True
E035,Employee_35,QA,2026-01-01,50,50,92.53,10,2026,1,Jan 2026,100.0,5.0,Good,Good Quality,True
E036,Employee_36,Operations,2026-01-01,44,50,88.49,6,2026,1,Jan 2026,88.0,7.33,Below Average,Average Quality,False
E037,Employee_37,AI,2026-01-01,51,50,89.38,8,2026,1,Jan 2026,102.0,6.38,Good,Average Quality,True
E038,Employee_38,Data,2026-01-01,39,50,94.75,8,2026,1,Jan 2026,78.0,4.88,Poor,Good Quality,False
E039,Employee_39,QA,2026-01-01,66,50,91.81,8,2026,1,Jan 2026,132.0,8.25,Excellent,Good Quality,True
E040,Employee_40,Operations,2026-01-01,67,50,88.78,10,2026,1,Jan 2026,134.0,6.7,Excellent,Average Quality,True
E041,Employee_41,AI,2026-01-01,56,50,89.01,8,2026,1,Jan 2026,112.0,7.0,Excellent,Average Quality,True
E042,Employee_42,Data,2026-01-01,59,50,98.56,7,2026,1,Jan 2026,118.0,8.43,Excellent,High Quality,True
E043,Employee_43,QA,2026-01-01,71,50,90.39,10,2026,1,Jan 2026,142.0,7.1,Excellent,Good Quality,True
E044,Employee_44,Operations,2026-01-01,40,50,90.3,6,2026,1,Jan 2026,80.0,6.67,Below Average,Good Quality,False
E045,Employee_45,AI,2026-01-01,68,50,89.46,6,2026,1,Jan 2026,136.0,11.33,Excellent,Average Quality,True
E046,Employee_46,Data,2026-01-01,50,50,95.96,8,2026,1,Jan 2026,100.0,6.25,Good,High Quality,True
E047,Employee_47,QA,2026-01-01,53,50,92.45,10,2026,1,Jan 2026,106.0,5.3,Good,Good Quality,True
E048,Employee_48,Operations,2026-01-01,61,50,82.89,9,2026,1,Jan 2026,122.0,6.78,Excellent,Below Average,True
E049,Employee_49,AI,2026-01-01,50,50,90.91,10,2026,1,Jan 2026,100.0,5.0,Good,Good Quality,True
E050,Employee_50,Data,2026-01-01,55,50,92.21,9,2026,1,Jan 2026,110.0,6.11,Excellent,Good Quality,True
E001,Employee_01,AI,2026-01-02,57,50,89.99,10,2026,1,Jan 2026,114.0,5.7,Excellent,Average Quality,True
E002,Employee_02,Data,2026-01-02,65,50,90.1,7,2026,1,Jan 2026,130.0,9.29,Excellent,Good Quality,True
E003,Employee_03,QA,2026-01-02,47,50,89.07,7,2026,1,Jan 2026,94.0,6.71,Average,Average Quality,False
E004,Employee_04,Operations,2026-01-02,38,50,94.83,8,2026,1,Jan 2026,76.0,4.75,Poor,Good Quality,False
E005,Employee_05,AI,2026-01-02,50,50,94.45,6,2026,1,Jan 2026,100.0,8.33,Good,Good Quality,True
E006,Employee_06,Data,2026-01-02,43,50,91.48,6,2026,1,Jan 2026,86.0,7.17,Below Average,Good Quality,False
E007,Employee_07,QA,2026-01-02,65,50,93.28,7,2026,1,Jan 2026,130.0,9.29,Excellent,Good Quality,True
E008,Employee_08,Operations,2026-01-02,52,50,100.0,6,2026,1,Jan 2026,104.0,8.67,Good,High Quality,True
E009,Employee_09,AI,2026-01-02,56,50,94.27,8,2026,1,Jan 2026,112.0,7.0,Excellent,Good Quality,True
E010,Employee_10,Data,2026-01-02,51,50,95.08,9,2026,1,Jan 2026,102.0,5.67,Good,High Quality,True
E011,Employee_11,QA,2026-01-02,43,50,91.62,10,2026,1,Jan 2026,86.0,4.3,Below Average,Good Quality,False
E012,Employee_12,Operations,2026-01-02,52,50,90.57,9,2026,1,Jan 2026,104.0,5.78,Good,Good Quality,True
E013,Employee_13,AI,2026-01-02,44,50,89.85,6,2026,1,Jan 2026,88.0,7.33,Below Average,Average Quality,False
E014,Employee_14,Data,2026-01-02,34,50,94.33,9,2026,1,Jan 2026,68.0,3.78,Poor,Good Quality,False
E015,Employee_15,QA,2026-01-02,64,50,95.4,6,2026,1,Jan 2026,128.0,10.67,Excellent,High Quality,True
E016,Employee_16,Operations,2026-01-02,50,50,95.6,6,2026,1,Jan 2026,100.0,8.33,Good,High Quality,True
E017,Employee_17,AI,2026-01-02,54,50,94.96,9,2026,1,Jan 2026,108.0,6.0,Good,Good Quality,True
E018,Employee_18,Data,2026-01-02,50,50,100.0,9,2026,1,Jan 2026,100.0,5.56,Good,High Quality,True
E019,Employee_19,QA,2026-01-02,57,50,85.64,9,2026,1,Jan 2026,114.0,6.33,Excellent,Average Quality,True
E020,Employee_20,Operations,2026-01-02,80,50,97.76,6,2026,1,Jan 2026,160.0,13.33,Excellent,High Quality,True
E021,Employee_21,AI,2026-01-02,72,50,91.23,6,2026,1,Jan 2026,144.0,12.0,Excellent,Good Quality,True
E022,Employee_22,Data,2026-01-02,55,50,96.99,7,2026,1,Jan 2026,110.0,7.86,Excellent,High Quality,True
E023,Employee_23,QA,2026-01-02,64,50,86.51,7,2026,1,Jan 2026,128.0,9.14,Excellent,Average Quality,True
E024,Employee_24,Operations,2026-01-02,28,50,100.0,7,2026,1,Jan 2026,56.0,4.0,Poor,High Quality,False
E025,Employee_25,AI,2026-01-02,65,50,89.88,8,2026,1,Jan 2026,130.0,8.12,Excellent,Average Quality,True
E026,Employee_26,Data,2026-01-02,27,50,97.67,8,2026,1,Jan 2026,54.0,3.38,Poor,High Quality,False
E027,Employee_27,QA,2026-01-02,43,50,89.07,10,2026,1,Jan 2026,86.0,4.3,Below Average,Average Quality,False
E028,Employee_28,Operations,2026-01-02,42,50,100.0,7,2026,1,Jan 2026,84.0,6.0,Below Average,High Quality,False
E029,Employee_29,AI,2026-01-02,49,50,91.59,10,2026,1,Jan 2026,98.0,4.9,Average,Good Quality,False
E030,Employee_30,Data,2026-01-02,62,50,94.86,8,2026,1,Jan 2026,124.0,7.75,Excellent,Good Quality,True
E031,Employee_31,QA,2026-01-02,60,50,90.61,10,2026,1,Jan 2026,120.0,6.0,Excellent,Good Quality,True
E032,Employee_32,Operations,2026-01-02,53,50,92.6,6,2026,1,Jan 2026,106.0,8.83,Good,Good Quality,True
E033,Employee_33,AI,2026-01-02,53,50,93.63,7,2026,1,Jan 2026,106.0,7.57,Good,Good Quality,True
E034,Employee_34,Data,2026-01-02,30,50,98.42,7,2026,1,Jan 2026,60.0,4.29,Poor,High Quality,False
E035,Employee_35,QA,2026-01-02,50,50,98.37,10,2026,1,Jan 2026,100.0,5.0,Good,High Quality,True
E036,Employee_36,Operations,2026-01-02,62,50,95.88,10,2026,1,Jan 2026,124.0,6.2,Excellent,High Quality,True
E037,Employee_37,AI,2026-01-02,26,50,91.67,10,2026,1,Jan 2026,52.0,2.6,Poor,Good Quality,False
E038,Employee_38,Data,2026-01-02,45,50,89.96,7,2026,1,Jan 2026,90.0,6.43,Average,Average Quality,False
E039,Employee_39,QA,2026-01-02,38,50,96.64,8,2026,1,Jan 2026,76.0,4.75,Poor,High Quality,False
E040,Employee_40,Operations,2026-01-02,27,50,95.44,8,2026,1,Jan 2026,54.0,3.38,Poor,High Quality,False
E041,Employee_41,AI,2026-01-02,63,50,93.33,6,2026,1,Jan 2026,126.0,10.5,Excellent,Good Quality,True
E042,Employee_42,Data,2026-01-02,53,50,92.96,10,2026,1,Jan 2026,106.0,5.3,Good,Good Quality,True
E043,Employee_43,QA,2026-01-02,44,50,92.92,7,2026,1,Jan 2026,88.0,6.29,Below Average,Good Quality,False
E044,Employee_44,Operations,2026-01-02,65,50,87.4,8,2026,1,Jan 2026,130.0,8.12,Excellent,Average Quality,True
E045,Employee_45,AI,2026-01-02,47,50,97.19,8,2026,1,Jan 2026,94.0,5.88,Average,High Quality,False
E046,Employee_46,Data,2026-01-02,46,50,87.73,10,2026,1,Jan 2026,92.0,4.6,Average,Average Quality,False
E047,Employee_47,QA,2026-01-02,68,50,93.36,10,2026,1,Jan 2026,136.0,6.8,Excellent,Good Quality,True
E048,Employee_48,Operations,2026-01-02,54,50,92.22,8,2026,1,Jan 2026,108.0,6.75,Good,Good Quality,True
E049,Employee_49,AI,2026-01-02,48,50,100.0,7,2026,1,Jan 2026,96.0,6.86,Average,High Quality,False
E050,Employee_50,Data,2026-01-02,54,50,95.7,10,2026,1,Jan 2026,108.0,5.4,Good,High Quality,True
E001,Employee_01,AI,2026-01-03,48,50,90.36,7,2026,1,Jan 2026,96.0,6.86,Average,Good Quality,False
E002,Employee_02,Data,2026-01-03,42,50,92.9,8,2026,1,Jan 2026,84.0,5.25,Below Average,Good Quality,False
E003,Employee_03,QA,2026-01-03,58,50,95.3,6,2026,1,Jan 2026,116.0,9.67,Excellent,High Quality,True
E004,Employee_04,Operations,2026-01-03,58,50,93.99,8,2026,1,Jan 2026,116.0,7.25,Excellent,Good Quality,True
E005,Employee_05,AI,2026-01-03,44,50,90.63,7,2026,1,Jan 2026,88.0,6.29,Below Average,Good Quality,False
E006,Employee_06,Data,2026-01-03,39,50,91.65,9,2026,1,Jan 2026,78.0,4.33,Poor,Good Quality,False
E007,Employee_07,QA,2026-01-03,68,50,99.23,6,2026,1,Jan 2026,136.0,11.33,Excellent,High Quality,True
E008,Employee_08,Operations,2026-01-03,31,50,90.86,7,2026,1,Jan 2026,62.0,4.43,Poor,Good Quality,False
E009,Employee_09,AI,2026-01-03,39,50,91.63,10,2026,1,Jan 2026,78.0,3.9,Poor,Good Quality,False
E010,Employee_10,Data,2026-01-03,42,50,100.0,6,2026,1,Jan 2026,84.0,7.0,Below Average,High Quality,False
E011,Employee_11,QA,2026-01-03,55,50,91.37,6,2026,1,Jan 2026,110.0,9.17,Excellent,Good Quality,True
E012,Employee_12,Operations,2026-01-03,45,50,89.76,7,2026,1,Jan 2026,90.0,6.43,Average,Average Quality,False
E013,Employee_13,AI,2026-01-03,57,50,90.28,10,2026,1,Jan 2026,114.0,5.7,Excellent,Good Quality,True
E014,Employee_14,Data,2026-01-03,49,50,83.88,10,2026,1,Jan 2026,98.0,4.9,Average,Below Average,False
E015,Employee_15,QA,2026-01-03,68,50,84.78,7,2026,1,Jan 2026,136.0,9.71,Excellent,Below Average,True
E016,Employee_16,Operations,2026-01-03,51,50,92.39,7,2026,1,Jan 2026,102.0,7.29,Good,Good Quality,True
E017,Employee_17,AI,2026-01-03,52,50,88.96,8,2026,1,Jan 2026,104.0,6.5,Good,Average Quality,True
E018,Employee_18,Data,2026-01-03,48,50,100.0,7,2026,1,Jan 2026,96.0,6.86,Average,High Quality,False
E019,Employee_19,QA,2026-01-03,47,50,93.76,6,2026,1,Jan 2026,94.0,7.83,Average,Good Quality,False
E020,Employee_20,Operations,2026-01-03,53,50,100.0,9,2026,1,Jan 2026,106.0,5.89,Good,High Quality,True
E021,Employee_21,AI,2026-01-03,39,50,99.01,9,2026,1,Jan 2026,78.0,4.33,Poor,High Quality,False
E022,Employee_22,Data,2026-01-03,52,50,98.79,7,2026,1,Jan 2026,104.0,7.43,Good,High Quality,True
E023,Employee_23,QA,2026-01-03,40,50,100.0,9,2026,1,Jan 2026,80.0,4.44,Below Average,High Quality,False
E024,Employee_24,Operations,2026-01-03,42,50,96.84,8,2026,1,Jan 2026,84.0,5.25,Below Average,High Quality,False
E025,Employee_25,AI,2026-01-03,48,50,93.83,10,2026,1,Jan 2026,96.0,4.8,Average,Good Quality,False
E026,Employee_26,Data,2026-01-03,61,50,100.0,8,2026,1,Jan 2026,122.0,7.62,Excellent,High Quality,True
E027,Employee_27,QA,2026-01-03,63,50,94.28,8,2026,1,Jan 2026,126.0,7.88,Excellent,Good Quality,True
E028,Employee_28,Operations,2026-01-03,48,50,89.56,8,2026,1,Jan 2026,96.0,6.0,Average,Average Quality,False
E029,Employee_29,AI,2026-01-03,54,50,92.8,10,2026,1,Jan 2026,108.0,5.4,Good,Good Quality,True
E030,Employee_30,Data,2026-01-03,51,50,94.12,10,2026,1,Jan 2026,102.0,5.1,Good,Good Quality,True
E031,Employee_31,QA,2026-01-03,72,50,93.1,9,2026,1,Jan 2026,144.0,8.0,Excellent,Good Quality,True
E032,Employee_32,Operations,2026-01-03,40,50,84.24,10,2026,1,Jan 2026,80.0,4.0,Below Average,Below Average,False
E033,Employee_33,AI,2026-01-03,47,50,94.15,7,2026,1,Jan 2026,94.0,6.71,Average,Good Quality,False
E034,Employee_34,Data,2026-01-03,39,50,88.87,8,2026,1,Jan 2026,78.0,4.88,Poor,Average Quality,False
E035,Employee_35,QA,2026-01-03,48,50,89.68,6,2026,1,Jan 2026,96.0,8.0,Average,Average Quality,False
E036,Employee_36,Operations,2026-01-03,45,50,89.92,8,2026,1,Jan 2026,90.0,5.62,Average,Average Quality,False
E037,Employee_37,AI,2026-01-03,43,50,92.12,8,2026,1,Jan 2026,86.0,5.38,Below Average,Good Quality,False
E038,Employee_38,Data,2026-01-03,40,50,85.25,9,2026,1,Jan 2026,80.0,4.44,Below Average,Average Quality,False
E039,Employee_39,QA,2026-01-03,40,50,91.28,10,2026,1,Jan 2026,80.0,4.0,Below Average,Good Quality,False
E040,Employee_40,Operations,2026-01-03,47,50,95.59,6,2026,1,Jan 2026,94.0,7.83,Average,High Quality,False
E041,Employee_41,AI,2026-01-03,43,50,90.81,10,2026,1,Jan 2026,86.0,4.3,Below Average,Good Quality,False
E042,Employee_42,Data,2026-01-03,43,50,93.99,9,2026,1,Jan 2026,86.0,4.78,Below Average,Good Quality,False
E043,Employee_43,QA,2026-01-03,56,50,83.24,9,2026,1,Jan 2026,112.0,6.22,Excellent,Below Average,True
E044,Employee_44,Operations,2026-01-03,45,50,90.25,7,2026,1,Jan 2026,90.0,6.43,Average,Good Quality,False
E045,Employee_45,AI,2026-01-03,40,50,99.36,10,2026,1,Jan 2026,80.0,4.0,Below Average,High Quality,False
E046,Employee_46,Data,2026-01-03,46,50,90.48,7,2026,1,Jan 2026,92.0,6.57,Average,Good Quality,False
E047,Employee_47,QA,2026-01-03,51,50,93.98,7,2026,1,Jan 2026,102.0,7.29,Good,Good Quality,True
E048,Employee_48,Operations,2026-01-03,36,50,88.6,9,2026,1,Jan 2026,72.0,4.0,Poor,Average Quality,False
E049,Employee_49,AI,2026-01-03,37,50,95.89,9,2026,1,Jan 2026,74.0,4.11,Poor,High Quality,False
E050,Employee_50,Data,2026-01-03,48,50,89.14,7,2026,1,Jan 2026,96.0,6.86,Average,Average Quality,False
E001,Employee_01,AI,2026-01-04,50,50,98.84,9,2026,1,Jan 2026,100.0,5.56,Good,High Quality,True
E002,Employee_02,Data,2026-01-04,65,50,88.04,6,2026,1,Jan 2026,130.0,10.83,Excellent,Average Quality,True
E003,Employee_03,QA,2026-01-04,51,50,90.23,6,2026,1,Jan 2026,102.0,8.5,Good,Good Quality,True
E004,Employee_04,Operations,2026-01-04,37,50,94.13,10,2026,1,Jan 2026,74.0,3.7,Poor,Good Quality,False
E005,Employee_05,AI,2026-01-04,32,50,94.94,6,2026,1,Jan 2026,64.0,5.33,Poor,Good Quality,False
E006,Employee_06,Data,2026-01-04,63,50,92.59,10,2026,1,Jan 2026,126.0,6.3,Excellent,Good Quality,True
E007,Employee_07,QA,2026-01-04,37,50,88.85,9,2026,1,Jan 2026,74.0,4.11,Poor,Average Quality,False
E008,Employee_08,Operations,2026-01-04,30,50,96.87,10,2026,1,Jan 2026,60.0,3.0,Poor,High Quality,False
E009,Employee_09,AI,2026-01-04,63,50,89.03,9,2026,1,Jan 2026,126.0,7.0,Excellent,Average Quality,True
E010,Employee_10,Data,2026-01-04,34,50,95.06,9,2026,1,Jan 2026,68.0,3.78,Poor,High Quality,False
E011,Employee_11,QA,2026-01-04,51,50,88.17,8,2026,1,Jan 2026,102.0,6.38,Good,Average Quality,True
E012,Employee_12,Operations,2026-01-04,49,50,94.59,7,2026,1,Jan 2026,98.0,7.0,Average,Good Quality,False
E013,Employee_13,AI,2026-01-04,50,50,96.6,8,2026,1,Jan 2026,100.0,6.25,Good,High Quality,True
E014,Employee_14,Data,2026-01-04,55,50,94.11,10,2026,1,Jan 2026,110.0,5.5,Excellent,Good Quality,True
E015,Employee_15,QA,2026-01-04,44,50,87.12,9,2026,1,Jan 2026,88.0,4.89,Below Average,Average Quality,False
E016,Employee_16,Operations,2026-01-04,42,50,94.83,6,2026,1,Jan 2026,84.0,7.0,Below Average,Good Quality,False
E017,Employee_17,AI,2026-01-04,44,50,94.37,9,2026,1,Jan 2026,88.0,4.89,Below Average,Good Quality,False
E018,Employee_18,Data,2026-01-04,36,50,97.39,9,2026,1,Jan 2026,72.0,4.0,Poor,High Quality,False
E019,Employee_19,QA,2026-01-04,60,50,87.66,6,2026,1,Jan 2026,120.0,10.0,Excellent,Average Quality,True
E020,Employee_20,Operations,2026-01-04,26,50,94.38,9,2026,1,Jan 2026,52.0,2.89,Poor,Good Quality,False
E021,Employee_21,AI,2026-01-04,50,50,85.16,8,2026,1,Jan 2026,100.0,6.25,Good,Average Quality,True
E022,Employee_22,Data,2026-01-04,34,50,91.45,9,2026,1,Jan 2026,68.0,3.78,Poor,Good Quality,False
E023,Employee_23,QA,2026-01-04,59,50,90.23,10,2026,1,Jan 2026,118.0,5.9,Excellent,Good Quality,True
E024,Employee_24,Operations,2026-01-04,47,50,93.38,8,2026,1,Jan 2026,94.0,5.88,Average,Good Quality,False
E025,Employee_25,AI,2026-01-04,41,50,86.75,8,2026,1,Jan 2026,82.0,5.12,Below Average,Average Quality,False
E026,Employee_26,Data,2026-01-04,62,50,85.43,7,2026,1,Jan 2026,124.0,8.86,Excellent,Average Quality,True
E027,Employee_27,QA,2026-01-04,28,50,91.15,10,2026,1,Jan 2026,56.0,2.8,Poor,Good Quality,False
E028,Employee_28,Operations,2026-01-04,47,50,92.63,10,2026,1,Jan 2026,94.0,4.7,Average,Good Quality,False
E029,Employee_29,AI,2026-01-04,57,50,96.35,9,2026,1,Jan 2026,114.0,6.33,Excellent,High Quality,True
E030,Employee_30,Data,2026-01-04,49,50,96.55,6,2026,1,Jan 2026,98.0,8.17,Average,High Quality,False
E031,Employee_31,QA,2026-01-04,42,50,99.0,9,2026,1,Jan 2026,84.0,4.67,Below Average,High Quality,False
E032,Employee_32,Operations,2026-01-04,45,50,100.0,9,2026,1,Jan 2026,90.0,5.0,Average,High Quality,False
E033,Employee_33,AI,2026-01-04,49,50,94.65,9,2026,1,Jan 2026,98.0,5.44,Average,Good Quality,False
E034,Employee_34,Data,2026-01-04,49,50,91.69,6,2026,1,Jan 2026,98.0,8.17,Average,Good Quality,False
E035,Employee_35,QA,2026-01-04,50,50,94.49,8,2026,1,Jan 2026,100.0,6.25,Good,Good Quality,True
E036,Employee_36,Operations,2026-01-04,50,50,83.23,6,2026,1,Jan 2026,100.0,8.33,Good,Below Average,True
E037,Employee_37,AI,2026-01-04,57,50,88.28,7,2026,1,Jan 2026,114.0,8.14,Excellent,Average Quality,True
E038,Employee_38,Data,2026-01-04,60,50,97.24,7,2026,1,Jan 2026,120.0,8.57,Excellent,High Quality,True
E039,Employee_39,QA,2026-01-04,60,50,91.56,10,2026,1,Jan 2026,120.0,6.0,Excellent,Good Quality,True
